Age,Gender,Income,Expenses,Company,Experience,Eligibility
21,f,43338,27302.94,Rank 3,1,no
39,m,74059,45916.58,Rank 2,19,yes
49,f,43181,27204.03,Rank 2,29,no
59,m,119659,62222.68,Rank 3,39,no
30,m,30474,23160.24,Rank 2,10,yes
52,m,62472,43105.68,Rank 2,32,no
42,m,67707,58905.09,Rank 2,22,yes
45,f,47062,39532.08,Rank 3,25,yes
26,m,47529,44201.97,Rank 2,6,no
23,f,47801,30592.64,Rank 3,3,no
50,m,35271,28216.8,Rank 2,30,no
57,m,81558,57090.6,Rank 3,37,no
44,f,60017,60017,Rank 3,24,no
65,m,84141,69837.03,Rank 2,45,no
55,m,50730,47686.2,Rank 2,35,no
23,m,34591,31823.72,Rank 2,3,no
65,m,61455,59611.35,Rank 3,45,no
49,m,104430,52215,Rank 3,29,no
59,m,86037,75712.56,Rank 2,39,no
20,m,34602,30103.74,Rank 1,0,no
25,f,67099,65086.03,Rank 2,5,no
45,m,65417,62146.15,Rank 1,25,no
52,m,58646,33428.22,Rank 2,32,no
59,m,127381,118464.33,Rank 1,39,yes
26,f,65090,34497.7,Rank 1,6,yes
51,f,70496,67676.16,Rank 3,31,no
29,m,79321,65043.22,Rank 3,9,yes
58,m,68523,50707.02,Rank 3,38,no
41,f,69215,58832.75,Rank 1,21,yes
37,f,97832,84135.52,Rank 3,17,yes
57,f,72095,72095,Rank 1,37,no
39,m,97535,94608.95,Rank 3,19,no
64,f,147731,106366.32,Rank 3,44,no
40,f,50603,47060.79,Rank 3,20,no
41,f,42058,22711.32,Rank 3,21,yes
46,m,67211,52424.58,Rank 1,26,yes
58,f,42088,37037.44,Rank 3,38,no
33,m,58293,55378.35,Rank 2,13,no
27,m,42843,37273.41,Rank 1,7,yes
38,f,88369,53021.4,Rank 1,18,yes
20,m,24592,12787.84,Rank 2,0,no
39,m,76459,74165.23,Rank 2,19,no
44,m,53806,36588.08,Rank 3,24,yes
57,f,93330,57864.6,Rank 3,37,no
22,f,41621,28718.49,Rank 2,2,no
47,f,92585,76845.55,Rank 2,27,no
46,f,77988,53811.72,Rank 3,26,no
28,m,25053,17537.1,Rank 2,8,yes
31,f,68065,65342.4,Rank 3,11,no
43,f,44119,37501.15,Rank 3,23,yes
24,m,17631,11460.15,Rank 3,4,no
22,m,37658,21088.48,Rank 2,2,no
38,m,99969,93970.86,Rank 1,18,yes
30,m,94929,48413.79,Rank 3,10,yes
26,f,68303,64204.82,Rank 2,6,no
34,f,97420,83781.2,Rank 2,14,yes
48,f,134101,76437.57,Rank 2,28,no
43,f,97648,52729.92,Rank 1,23,yes
57,f,135421,96148.91,Rank 3,37,no
21,f,22742,21150.06,Rank 2,1,no
23,f,46816,38857.28,Rank 3,3,no
50,m,66149,44981.32,Rank 3,30,no
44,f,39244,25508.6,Rank 2,24,yes
46,m,108602,89053.64,Rank 3,26,no
52,f,62118,34786.08,Rank 1,32,yes
28,f,34571,32151.03,Rank 3,8,no
46,m,55022,31912.76,Rank 2,26,no
41,f,87034,75719.58,Rank 3,21,yes
39,m,46324,39375.4,Rank 2,19,yes
24,m,31471,15735.5,Rank 2,4,no
60,f,60066,41445.54,Rank 3,40,no
30,f,98178,65779.26,Rank 2,10,yes
20,m,24140,23174.4,Rank 2,0,no
55,m,135861,73364.94,Rank 3,35,no
24,f,35778,27906.84,Rank 2,4,no
64,m,130222,117199.8,Rank 2,44,no
33,f,60492,35690.28,Rank 2,13,yes
30,f,49578,32225.7,Rank 1,10,yes
38,m,91230,52913.4,Rank 3,18,yes
30,m,78153,74245.35,Rank 2,10,no
20,m,45807,32981.04,Rank 2,0,no
43,f,40874,25341.88,Rank 3,23,yes
54,m,141514,116041.48,Rank 2,34,no
50,m,36115,33948.1,Rank 3,30,no
22,m,24169,23685.62,Rank 2,2,no
43,m,52383,49763.85,Rank 2,23,no
42,m,71539,45784.96,Rank 1,22,yes
40,m,83576,50981.36,Rank 2,20,yes
37,f,36439,32430.71,Rank 3,17,no
42,m,70313,35156.5,Rank 2,22,yes
42,m,79948,47169.32,Rank 1,22,yes
41,m,32766,17038.32,Rank 1,21,yes
23,f,38889,35000.1,Rank 3,3,no
58,f,123033,104578.05,Rank 2,38,no
44,f,73159,36579.5,Rank 2,24,yes
27,m,48102,39924.66,Rank 1,7,yes
39,f,96914,77531.2,Rank 3,19,yes
23,m,17010,12757.5,Rank 1,3,no
59,m,57923,31857.65,Rank 1,39,yes
34,m,40355,31073.35,Rank 2,14,yes
51,f,54300,30408,Rank 1,31,yes
21,m,35688,18200.88,Rank 2,1,no
37,m,33453,21409.92,Rank 3,17,yes
56,f,37935,20864.25,Rank 3,36,no
36,m,43968,36053.76,Rank 2,16,yes
23,f,15198,11854.44,Rank 1,3,no
24,m,37851,26117.19,Rank 3,4,no
50,f,62072,31036,Rank 2,30,no
28,m,88041,68671.98,Rank 3,8,yes
37,f,55232,39214.72,Rank 3,17,yes
38,f,38323,29891.94,Rank 3,18,yes
49,m,36047,18023.5,Rank 2,29,no
24,f,15714,9899.82,Rank 1,4,no
42,m,73288,60096.16,Rank 3,22,yes
62,m,128462,118185.04,Rank 1,42,yes
29,f,68513,45903.71,Rank 1,9,yes
32,f,37450,28087.5,Rank 3,12,yes
24,f,42009,32346.93,Rank 1,4,no
37,f,59906,58108.82,Rank 2,17,no
38,f,98786,51368.72,Rank 3,18,yes
37,f,90847,75403.01,Rank 2,17,yes
48,m,42804,37667.52,Rank 2,28,no
44,m,38602,38602,Rank 2,24,no
30,m,89570,66281.8,Rank 1,10,yes
58,m,118989,83292.3,Rank 3,38,no
54,f,78722,73211.46,Rank 3,34,no
55,f,149315,97054.75,Rank 2,35,no
28,m,36373,24369.91,Rank 3,8,yes
37,f,54398,36990.64,Rank 3,17,yes
27,m,65319,65319,Rank 1,7,no
48,f,115131,94407.42,Rank 1,28,yes
26,m,76947,66943.89,Rank 2,6,yes
53,f,110660,91847.8,Rank 2,33,no
40,m,51016,33670.56,Rank 2,20,yes
46,m,72178,36810.78,Rank 2,26,no
52,f,128958,68347.74,Rank 3,32,no
49,f,80849,46892.42,Rank 3,29,no
27,f,64540,39369.4,Rank 2,7,yes
45,m,118758,99756.72,Rank 1,25,yes
27,m,64715,54360.6,Rank 3,7,yes
44,f,76475,49708.75,Rank 3,24,yes
59,f,112365,73037.25,Rank 1,39,yes
30,m,54048,30266.88,Rank 1,10,yes
47,f,103078,62877.58,Rank 3,27,no
22,f,43941,37349.85,Rank 3,2,no
54,m,114689,108954.55,Rank 3,34,no
43,m,94070,66789.7,Rank 1,23,yes
62,m,90984,86434.8,Rank 1,42,no
41,m,55198,45814.34,Rank 1,21,yes
38,f,48478,25208.56,Rank 1,18,yes
30,f,85190,50262.1,Rank 2,10,yes
54,f,86275,86275,Rank 1,34,no
37,f,36004,34563.84,Rank 3,17,no
53,m,147589,79698.06,Rank 2,33,no
42,m,83940,64633.8,Rank 1,22,yes
32,m,70673,65019.16,Rank 3,12,yes
39,m,89676,62773.2,Rank 2,19,yes
55,f,141860,102139.2,Rank 1,35,yes
62,m,62633,36953.47,Rank 2,42,no
51,f,52156,28685.8,Rank 2,31,no
23,m,44853,28705.92,Rank 3,3,no
29,f,96528,58882.08,Rank 3,9,yes
41,m,73970,62134.8,Rank 2,21,yes
45,f,58232,30280.64,Rank 2,25,yes
30,m,60669,32154.57,Rank 1,10,yes
31,m,78577,72290.84,Rank 3,11,yes
63,f,92657,75978.74,Rank 3,43,no
49,f,136145,111638.9,Rank 3,29,no
49,m,94282,75425.6,Rank 2,29,no
48,m,146373,90751.26,Rank 3,28,no
47,m,75282,38393.82,Rank 3,27,no
41,m,88562,77048.94,Rank 3,21,yes
27,f,48747,35097.84,Rank 2,7,yes
24,m,32017,16648.84,Rank 2,4,no
48,m,50541,50541,Rank 2,28,no
30,m,54200,48780,Rank 3,10,yes
51,f,86366,53546.92,Rank 2,31,no
21,f,26327,18692.17,Rank 3,1,no
33,m,66071,47571.12,Rank 3,13,yes
50,m,120319,80613.73,Rank 2,30,no
61,f,109050,78516,Rank 1,41,yes
29,f,77823,50584.95,Rank 1,9,yes
51,f,92942,55765.2,Rank 3,31,no
42,m,60128,55919.04,Rank 3,22,no
47,f,80587,63663.73,Rank 2,27,no
44,m,73537,52946.64,Rank 2,24,yes
28,m,97997,52918.38,Rank 1,8,yes
55,m,43027,37003.22,Rank 2,35,no
38,m,75386,37693,Rank 1,18,yes
56,f,84915,70479.45,Rank 1,36,yes
23,m,16541,9262.96,Rank 3,3,no
47,m,53921,36127.07,Rank 2,27,no
48,m,82655,63644.35,Rank 3,28,no
29,m,39066,30862.14,Rank 2,9,yes
24,f,31515,23951.4,Rank 3,4,no
31,f,30585,30585,Rank 3,11,no
59,m,144489,135819.66,Rank 1,39,yes
51,m,44076,27767.88,Rank 3,31,no
65,f,100498,89443.22,Rank 3,45,no
47,f,35273,25043.83,Rank 1,27,yes
27,f,26331,25804.38,Rank 2,7,no
26,f,70224,52668,Rank 3,6,yes
38,m,58486,31582.44,Rank 1,18,yes
59,f,92163,70965.51,Rank 1,39,yes
24,f,48089,40875.65,Rank 3,4,no
61,m,62254,36729.86,Rank 2,41,no
35,f,95022,49411.44,Rank 3,15,yes
20,m,17870,13938.6,Rank 1,0,no
35,f,89474,76052.9,Rank 2,15,yes
43,f,77981,39770.31,Rank 3,23,yes
56,f,45412,27701.32,Rank 3,36,no
49,f,40511,20660.61,Rank 2,29,no
36,f,55082,34150.84,Rank 3,16,yes
26,m,40650,36585,Rank 3,6,no
37,f,26463,17994.84,Rank 3,17,yes
34,m,81901,44226.54,Rank 2,14,yes
56,m,44581,39677.09,Rank 1,36,no
50,m,59378,36220.58,Rank 3,30,no
51,m,50799,40131.21,Rank 2,31,no
32,m,25619,19982.82,Rank 3,12,yes
45,m,117780,71845.8,Rank 2,25,yes
25,m,97146,94231.62,Rank 2,5,no
57,m,38019,37638.81,Rank 2,37,no
48,f,120537,69911.46,Rank 3,28,no
38,m,40333,24199.8,Rank 3,18,yes
29,m,36531,21918.6,Rank 2,9,yes
33,f,44127,40155.57,Rank 2,13,no
60,f,92184,76512.72,Rank 3,40,no
64,m,90461,70559.58,Rank 2,44,no
43,m,43479,26522.19,Rank 3,23,yes
29,m,93979,62965.93,Rank 3,9,yes
63,f,147098,97084.68,Rank 1,43,yes
51,m,69988,49691.48,Rank 1,31,yes
54,m,146897,79324.38,Rank 3,34,no
64,m,56399,48503.14,Rank 2,44,no
63,f,60457,32646.78,Rank 3,43,no
60,f,85546,59882.2,Rank 2,40,no
42,f,67000,47570,Rank 1,22,yes
49,m,133153,81223.33,Rank 3,29,no
27,m,46498,31618.64,Rank 1,7,yes
29,m,93860,56316,Rank 2,9,yes
28,m,66782,64110.72,Rank 2,8,no
61,m,140517,125060.13,Rank 1,41,yes
22,f,36691,29352.8,Rank 1,2,no
39,f,50337,41779.71,Rank 2,19,yes
37,m,94979,50338.87,Rank 2,17,yes
33,m,57204,45763.2,Rank 1,13,yes
24,f,33777,29723.76,Rank 3,4,no
32,m,30559,30559,Rank 1,12,no
21,f,35190,24984.9,Rank 1,1,no
27,m,43501,28275.65,Rank 3,7,yes
23,f,36670,35203.2,Rank 3,3,no
40,m,92301,79378.86,Rank 1,20,yes
38,m,64777,33036.27,Rank 1,18,yes
45,m,114088,84425.12,Rank 2,25,yes
20,m,36292,21412.28,Rank 2,0,no
65,f,65178,55401.3,Rank 1,45,yes
60,f,65027,44868.63,Rank 2,40,no
36,m,68387,56077.34,Rank 3,16,yes
57,m,140197,75706.38,Rank 3,37,no
24,f,42686,36709.96,Rank 1,4,no
61,m,82290,45259.5,Rank 3,41,no
21,m,49259,41870.15,Rank 3,1,no
21,m,47131,43360.52,Rank 2,1,no
42,f,93615,50552.1,Rank 3,22,yes
34,f,39063,28125.36,Rank 2,14,yes
59,m,137866,126836.72,Rank 3,39,no
62,f,67145,60430.5,Rank 1,42,yes
59,m,97213,54439.28,Rank 2,39,no
61,f,82555,47881.9,Rank 3,41,no
40,f,54805,43295.95,Rank 1,20,yes
38,f,75121,39062.92,Rank 3,18,yes
55,f,103924,71707.56,Rank 1,35,yes
55,f,109169,81876.75,Rank 3,35,no
32,m,36136,24211.12,Rank 2,12,yes
42,m,43284,25104.72,Rank 3,22,yes
54,m,76305,58754.85,Rank 3,34,no
24,m,17987,15109.08,Rank 1,4,no
21,f,42225,42225,Rank 2,1,no
35,f,52346,35595.28,Rank 3,15,yes
36,m,53065,31839,Rank 1,16,yes
29,f,83992,81472.24,Rank 2,9,no
44,m,77728,57518.72,Rank 1,24,yes
43,f,61772,48182.16,Rank 2,23,yes
20,m,34011,26868.69,Rank 1,0,no
30,m,88675,86901.5,Rank 2,10,no
42,m,32662,22210.16,Rank 2,22,yes
34,m,51709,28957.04,Rank 3,14,yes
26,m,28822,27092.68,Rank 3,6,no
51,m,109155,56760.6,Rank 2,31,no
45,m,149650,122713,Rank 3,25,yes
54,f,127278,124732.44,Rank 1,34,no
63,f,94466,60458.24,Rank 2,43,no
56,m,58119,37777.35,Rank 2,36,no
34,m,63215,47411.25,Rank 1,14,yes
24,m,36203,30048.49,Rank 2,4,no
61,f,61893,51990.12,Rank 2,41,no
20,m,34197,32487.15,Rank 3,0,no
38,m,28270,20354.4,Rank 3,18,yes
55,m,125059,90042.48,Rank 3,35,no
43,f,46897,46428.03,Rank 2,23,no
60,f,135190,104096.3,Rank 2,40,no
25,m,37857,24228.48,Rank 3,5,no
36,f,65481,43217.46,Rank 2,16,yes
22,f,35792,35076.16,Rank 3,2,no
27,m,52702,36891.4,Rank 1,7,yes
57,m,65672,34806.16,Rank 2,37,no
26,m,62848,42108.16,Rank 3,6,yes
52,m,108550,94438.5,Rank 1,32,yes
30,m,88529,51346.82,Rank 2,10,yes
22,f,31494,16376.88,Rank 3,2,no
45,f,145130,95785.8,Rank 2,25,yes
27,m,51213,32776.32,Rank 2,7,yes
31,m,55950,54271.5,Rank 2,11,no
36,f,65444,46465.24,Rank 1,16,yes
27,m,56626,35674.38,Rank 3,7,yes
20,f,25342,23314.64,Rank 2,0,no
58,f,87057,73127.88,Rank 2,38,no
44,f,43069,30148.3,Rank 2,24,yes
61,f,145401,88694.61,Rank 3,41,no
60,f,74486,46926.18,Rank 1,40,yes
48,m,84850,58546.5,Rank 3,28,no
47,f,149693,121251.33,Rank 3,27,no
23,f,38603,34356.67,Rank 2,3,no
42,m,92108,81976.12,Rank 1,22,yes
22,f,36138,29994.54,Rank 3,2,no
41,f,40958,29080.18,Rank 3,21,yes
41,m,81638,64494.02,Rank 2,21,yes
25,m,57969,56809.62,Rank 2,5,no
21,m,23749,23749,Rank 1,1,no
24,f,19352,12772.32,Rank 3,4,no
46,m,105392,98014.56,Rank 1,26,yes
29,m,49693,39754.4,Rank 2,9,yes
60,m,60445,52587.15,Rank 2,40,no
57,f,74366,43132.28,Rank 3,37,no
52,m,131482,88092.94,Rank 1,32,yes
26,m,52762,29546.72,Rank 2,6,yes
49,f,149394,91130.34,Rank 3,29,no
40,m,60994,53064.78,Rank 3,20,yes
41,f,37625,31981.25,Rank 2,21,yes
21,f,29139,19523.13,Rank 1,1,no
52,f,46534,27455.06,Rank 3,32,no
48,f,54898,43369.42,Rank 2,28,no
43,f,61369,41117.23,Rank 3,23,yes
40,f,80753,75907.82,Rank 1,20,no
24,f,28751,25300.88,Rank 2,4,no
63,f,47825,33955.75,Rank 3,43,no
45,m,47830,32524.4,Rank 2,25,yes
29,m,33635,24553.55,Rank 1,9,yes
29,m,95912,56588.08,Rank 2,9,yes
31,m,84239,71603.15,Rank 2,11,yes
27,f,37167,29733.6,Rank 3,7,yes
39,m,26299,22880.13,Rank 2,19,no
61,m,81900,56511,Rank 2,41,no
31,f,46455,26479.35,Rank 3,11,yes
61,f,71720,61679.2,Rank 3,41,no
25,m,75330,53484.3,Rank 2,5,no
60,m,109491,75548.79,Rank 2,40,no
64,m,138642,133096.32,Rank 2,44,no
30,f,98323,83574.55,Rank 1,10,yes
30,f,47046,26345.76,Rank 3,10,yes
43,m,80471,69205.06,Rank 2,23,yes
24,f,33354,19011.78,Rank 1,4,yes
54,m,119155,92940.9,Rank 1,34,yes
39,f,93955,65768.5,Rank 3,19,yes
53,m,120525,118114.5,Rank 1,33,no
29,m,92692,64884.4,Rank 1,9,yes
22,m,33461,30114.9,Rank 3,2,no
51,m,84403,74274.64,Rank 2,31,no
65,m,51891,49296.45,Rank 3,45,no
47,f,141444,124470.72,Rank 1,27,yes
35,f,49903,34932.1,Rank 3,15,yes
53,m,78378,50161.92,Rank 3,33,no
49,m,127940,116425.4,Rank 3,29,no
48,m,145854,107931.96,Rank 3,28,no
32,f,59839,50863.15,Rank 2,12,yes
64,f,76869,53808.3,Rank 3,44,no
51,m,128136,102508.8,Rank 1,31,yes
53,m,133044,115748.28,Rank 3,33,no
43,m,52004,43683.36,Rank 1,23,yes
27,f,41932,26417.16,Rank 3,7,yes
28,m,38500,38500,Rank 2,8,no
40,f,30117,24093.6,Rank 3,20,yes
21,f,26941,22091.62,Rank 2,1,no
33,m,26851,20406.76,Rank 1,13,yes
64,f,106835,105766.65,Rank 2,44,no
30,f,67709,65000.64,Rank 2,10,no
42,m,64188,63546.12,Rank 3,22,no
62,f,105147,77808.78,Rank 1,42,yes
39,m,50125,35087.5,Rank 3,19,yes
34,m,95674,79409.42,Rank 2,14,yes
43,f,35058,26644.08,Rank 2,23,yes
36,f,38169,20992.95,Rank 2,16,yes
30,f,95479,65880.51,Rank 1,10,yes
34,m,63404,38042.4,Rank 2,14,yes
33,f,40071,36464.61,Rank 1,13,no
33,f,73591,58136.89,Rank 3,13,yes
28,f,29232,21047.04,Rank 2,8,yes
35,m,42227,34203.87,Rank 3,15,yes
60,m,77634,41922.36,Rank 3,40,no
52,f,42370,26269.4,Rank 2,32,no
31,m,31402,19155.22,Rank 1,11,yes
58,m,56611,40193.81,Rank 1,38,yes
51,m,97298,60324.76,Rank 3,31,no
25,m,79575,66047.25,Rank 1,5,yes
30,m,62690,53913.4,Rank 3,10,yes
31,m,26590,14358.6,Rank 3,11,yes
37,m,62861,54689.07,Rank 3,17,yes
28,f,26951,19135.21,Rank 2,8,yes
39,f,65279,62015.05,Rank 1,19,no
37,m,51104,35261.76,Rank 2,17,yes
35,m,49747,25370.97,Rank 3,15,yes
41,f,96286,79917.38,Rank 2,21,yes
39,m,61789,38309.18,Rank 2,19,yes
58,f,48938,32299.08,Rank 1,38,yes
64,m,75112,44316.08,Rank 2,44,no
47,m,78627,43244.85,Rank 1,27,yes
26,f,58028,58028,Rank 3,6,no
56,f,139242,94684.56,Rank 2,36,no
44,f,95606,52583.3,Rank 3,24,yes
35,m,31593,28117.77,Rank 1,15,no
41,m,30408,29799.84,Rank 1,21,no
42,f,54970,50572.4,Rank 3,22,no
65,f,71671,52319.83,Rank 2,45,no
62,m,44484,32918.16,Rank 2,42,no
30,f,67034,66363.66,Rank 3,10,no
22,f,47495,45120.25,Rank 1,2,no
39,m,39393,38211.21,Rank 2,19,no
34,f,87501,70000.8,Rank 1,14,yes
59,f,74660,38823.2,Rank 1,39,yes
23,f,46247,40234.89,Rank 2,3,no
41,f,61643,39451.52,Rank 3,21,yes
57,f,112981,88125.18,Rank 2,37,no
45,m,67360,46478.4,Rank 2,25,yes
54,m,96252,51976.08,Rank 2,34,no
20,m,15341,11352.34,Rank 2,0,no
41,m,29345,16433.2,Rank 3,21,yes
21,m,24226,14293.34,Rank 2,1,no
29,m,30575,25988.75,Rank 3,9,no
23,f,20535,11499.6,Rank 2,3,no
50,f,140940,126846,Rank 1,30,yes
50,m,95211,67599.81,Rank 3,30,no
48,f,47859,39244.38,Rank 3,28,no
22,m,16006,11044.14,Rank 3,2,no
24,f,19024,9702.24,Rank 3,4,no
65,m,83496,70971.6,Rank 3,45,no
24,m,22590,21912.3,Rank 3,4,no
28,m,96636,48318,Rank 1,8,yes
45,m,90506,63354.2,Rank 2,25,yes
27,f,41611,28295.48,Rank 2,7,yes
26,m,30918,26898.66,Rank 3,6,no
39,f,94202,93259.98,Rank 2,19,no
22,f,30538,16795.9,Rank 2,2,no
60,m,38516,21954.12,Rank 3,40,no
39,f,80545,40272.5,Rank 3,19,yes
28,f,87156,52293.6,Rank 2,8,yes
59,m,143014,72937.14,Rank 2,39,no
24,f,46546,33047.66,Rank 3,4,no
41,m,45370,25407.2,Rank 3,21,yes
21,m,31301,19406.62,Rank 1,1,no
57,m,49828,26907.12,Rank 1,37,yes
43,m,46808,43063.36,Rank 3,23,no
42,m,42966,30076.2,Rank 3,22,yes
24,f,26653,25586.88,Rank 1,4,no
62,m,50399,33263.34,Rank 3,42,no
21,m,20070,15253.2,Rank 2,1,no
27,m,44258,24784.48,Rank 1,7,yes
57,m,75716,37858,Rank 1,37,yes
40,f,91527,86950.65,Rank 1,20,no
57,m,68328,58762.08,Rank 1,37,yes
44,m,29387,26448.3,Rank 3,24,no
48,m,86407,64805.25,Rank 3,28,no
57,f,72559,41358.63,Rank 2,37,no
48,m,87133,68835.07,Rank 1,28,yes
28,f,74745,44099.55,Rank 3,8,yes
22,m,33318,24655.32,Rank 1,2,no
55,f,97361,65231.87,Rank 2,35,no
31,m,69458,67374.26,Rank 2,11,no
42,f,48216,28447.44,Rank 1,22,yes
44,m,71376,68520.96,Rank 3,24,no
21,f,42741,29491.29,Rank 3,1,no
30,f,35066,33663.36,Rank 2,10,no
27,m,60189,58985.22,Rank 3,7,no
22,f,23379,23145.21,Rank 3,2,no
24,m,21134,14582.46,Rank 1,4,no
39,f,79492,50874.88,Rank 2,19,yes
28,m,73956,39936.24,Rank 3,8,yes
38,m,53161,48908.12,Rank 2,18,no
57,m,111785,97252.95,Rank 3,37,no
41,f,90297,82170.27,Rank 2,21,yes
20,m,32936,19102.88,Rank 3,0,no
38,m,87480,68234.4,Rank 2,18,yes
60,m,35742,28593.6,Rank 2,40,no
38,m,89133,60610.44,Rank 3,18,yes
45,m,125602,70337.12,Rank 1,25,yes
65,m,133718,121683.38,Rank 1,45,yes
58,m,110483,58555.99,Rank 1,38,yes
27,m,89855,72782.55,Rank 3,7,yes
46,m,131929,106862.49,Rank 2,26,no
51,m,46492,23710.92,Rank 2,31,no
27,f,87418,87418,Rank 2,7,no
35,f,61653,51171.99,Rank 1,15,yes
36,m,63405,41213.25,Rank 1,16,yes
59,m,70195,48434.55,Rank 1,39,yes
53,m,50617,40493.6,Rank 1,33,yes
33,f,37570,21414.9,Rank 3,13,yes
37,f,50550,35385,Rank 3,17,yes
32,f,36066,32820.06,Rank 3,12,no
65,m,70828,70119.72,Rank 3,45,no
25,f,60324,39813.84,Rank 1,5,yes
37,m,40521,29985.54,Rank 2,17,yes
23,m,33415,26063.7,Rank 3,3,no
44,m,63724,40146.12,Rank 2,24,yes
32,f,98925,80129.25,Rank 2,12,yes
20,m,42405,36892.35,Rank 2,0,no
41,m,85745,53161.9,Rank 3,21,yes
36,m,77706,48954.78,Rank 2,16,yes
35,m,62387,38679.94,Rank 2,15,yes
24,m,20119,15089.25,Rank 1,4,no
27,f,32446,21089.9,Rank 2,7,yes
48,m,43035,26681.7,Rank 3,28,no
20,f,22287,18275.34,Rank 2,0,no
29,f,35531,19897.36,Rank 3,9,yes
21,m,37757,31338.31,Rank 2,1,no
58,f,56318,36606.7,Rank 2,38,no
31,f,63275,60744,Rank 3,11,no
25,m,31463,17933.91,Rank 3,5,no
28,f,89328,65209.44,Rank 2,8,yes
34,f,76006,69925.52,Rank 3,14,yes
28,f,70675,43111.75,Rank 2,8,yes
47,f,72873,43723.8,Rank 3,27,no
30,f,77439,71243.88,Rank 3,10,yes
31,m,45181,37500.23,Rank 3,11,yes
37,m,70897,50336.87,Rank 2,17,yes
35,m,83168,54059.2,Rank 3,15,yes
29,m,79728,57404.16,Rank 2,9,yes
21,m,20831,12081.98,Rank 1,1,no
35,m,44084,29095.44,Rank 2,15,yes
27,m,74810,50122.7,Rank 3,7,yes
51,f,117978,62528.34,Rank 2,31,no
51,f,149086,92433.32,Rank 3,31,no
34,f,60555,44205.15,Rank 3,14,yes
43,f,53466,48654.06,Rank 3,23,no
49,f,85453,72635.05,Rank 3,29,no
61,f,88815,61282.35,Rank 1,41,yes
28,f,88280,85631.6,Rank 3,8,no
36,m,33853,17265.03,Rank 1,16,yes
20,f,19376,10463.04,Rank 2,0,no
36,f,50373,26193.96,Rank 1,16,yes
51,m,126923,78692.26,Rank 3,31,no
20,m,15339,7669.5,Rank 1,0,no
40,m,39528,24112.08,Rank 3,20,yes
44,f,32803,19353.77,Rank 1,24,yes
22,f,25430,25175.7,Rank 1,2,no
31,f,28678,23802.74,Rank 2,11,no
27,f,77082,45478.38,Rank 2,7,yes
47,f,40229,26551.14,Rank 2,27,no
21,m,31335,23501.25,Rank 2,1,no
49,m,86003,80842.82,Rank 1,29,yes
50,m,125418,116638.74,Rank 3,30,no
38,m,54683,41559.08,Rank 2,18,yes
65,m,68334,62183.94,Rank 2,45,no
23,m,23915,22240.95,Rank 3,3,no
58,m,39768,32212.08,Rank 1,38,yes
58,m,89486,44743,Rank 2,38,no
42,f,30005,30005,Rank 2,22,no
38,f,84019,75617.1,Rank 2,18,yes
44,f,38257,34048.73,Rank 3,24,no
47,f,49626,40693.32,Rank 3,27,no
24,f,21412,20769.64,Rank 1,4,no
23,m,45151,38829.86,Rank 2,3,no
20,f,35657,31021.59,Rank 3,0,no
39,f,37233,33882.03,Rank 1,19,no
23,m,39925,27149,Rank 2,3,no
63,f,96638,64747.46,Rank 3,43,no
54,m,36252,27189,Rank 3,34,no
57,m,129936,113044.32,Rank 3,37,no
26,m,61493,47964.54,Rank 2,6,yes
51,f,59231,53307.9,Rank 1,31,yes
62,f,98440,54142,Rank 3,42,no
39,f,80190,65755.8,Rank 3,19,yes
43,m,71499,66494.07,Rank 1,23,yes
39,m,63355,32311.05,Rank 3,19,yes
52,f,70755,46698.3,Rank 2,32,no
29,m,78817,74876.15,Rank 3,9,no
46,m,38228,21407.68,Rank 2,26,no
31,f,96431,68466.01,Rank 3,11,yes
21,f,32518,26339.58,Rank 2,1,no
48,m,144255,112518.9,Rank 2,28,no
40,f,60796,36477.6,Rank 2,20,yes
30,m,32936,18773.52,Rank 3,10,yes
52,f,132482,90087.76,Rank 3,32,no
46,f,45439,24991.45,Rank 2,26,no
43,m,80065,41633.8,Rank 3,23,yes
41,f,34243,19518.51,Rank 1,21,yes
44,m,94559,83211.92,Rank 2,24,yes
57,m,134436,131747.28,Rank 3,37,no
35,m,82766,65385.14,Rank 2,15,yes
22,f,21050,11367,Rank 3,2,no
45,m,119472,105135.36,Rank 3,25,yes
43,f,72086,49739.34,Rank 2,23,yes
38,m,39737,24239.57,Rank 2,18,yes
61,m,63171,42956.28,Rank 2,41,no
57,f,38815,37650.55,Rank 3,37,no
64,f,50208,44183.04,Rank 3,44,no
50,m,115859,96162.97,Rank 3,30,no
59,f,86401,63936.74,Rank 2,39,no
64,f,35533,34822.34,Rank 3,44,no
33,f,72697,72697,Rank 2,13,no
22,f,38974,23384.4,Rank 1,2,yes
52,m,114088,76438.96,Rank 2,32,no
30,m,55313,41484.75,Rank 2,10,yes
27,f,72058,42514.22,Rank 3,7,yes
57,m,74651,47030.13,Rank 1,37,yes
52,f,126820,125551.8,Rank 3,32,no
56,m,146286,144823.14,Rank 3,36,no
59,f,116884,60779.68,Rank 1,39,yes
34,f,98773,51361.96,Rank 1,14,yes
47,m,100075,64048,Rank 3,27,no
34,f,44468,26236.12,Rank 3,14,yes
39,f,68128,44964.48,Rank 3,19,yes
56,m,121383,83754.27,Rank 1,36,yes
65,f,119327,72789.47,Rank 3,45,no
34,m,97939,54845.84,Rank 1,14,yes
35,m,37232,19360.64,Rank 3,15,yes
